latitude,longitude,land_cover,vegetation_index,ndvi_source
25.838731,85.074078,built_up,0.075,synthetic_demo
25.650296,85.107336,agriculture,0.389,synthetic_demo
25.507559,84.902302,mining,0.015,synthetic_demo
25.455575,84.88094,agriculture,0.256,synthetic_demo
25.541862,85.172545,agriculture,0.41,synthetic_demo
25.502729,85.017672,agriculture,0.626,synthetic_demo
25.721063,84.959449,forest,0.872,synthetic_demo
25.498733,84.817265,forest,0.572,synthetic_demo
25.652532,85.265328,industrial,0.006,synthetic_demo
25.727705,84.817781,built_up,0.049,synthetic_demo
25.682447,85.212491,industrial,0.153,synthetic_demo
25.52991,85.010094,built_up,0.057,synthetic_demo
25.77165,85.129278,mining,0.035,synthetic_demo
25.736163,84.936223,agriculture,0.65,synthetic_demo
25.745594,84.88547,industrial,0.175,synthetic_demo
25.502423,85.093363,agriculture,0.552,synthetic_demo
25.499502,85.18259,forest,0.607,synthetic_demo
25.821025,84.907521,water,-0.105,synthetic_demo
25.609031,85.039997,built_up,0.063,synthetic_demo
25.570379,85.04456,built_up,0.141,synthetic_demo
25.645434,84.918789,agriculture,0.601,synthetic_demo
25.715146,85.110777,built_up,0.046,synthetic_demo
25.832249,84.880265,built_up,0.182,synthetic_demo
25.564578,85.080362,industrial,0.093,synthetic_demo
25.819923,84.862387,forest,0.828,synthetic_demo
25.459944,85.067048,industrial,0.01,synthetic_demo
25.672079,84.971379,agriculture,0.412,synthetic_demo
25.70359,85.048735,mining,0.002,synthetic_demo
25.492359,85.038562,agriculture,0.573,synthetic_demo
25.506136,85.299363,agriculture,0.286,synthetic_demo
25.617646,85.069465,mining,0.051,synthetic_demo
25.836493,85.250174,industrial,0.156,synthetic_demo
25.688417,84.924109,industrial,0.15,synthetic_demo
25.823209,84.993646,mining,0.096,synthetic_demo
25.771744,84.841299,mining,0.104,synthetic_demo
25.636953,85.031411,built_up,0.137,synthetic_demo
25.763905,85.167785,forest,0.774,synthetic_demo
25.457135,85.260992,water,-0.113,synthetic_demo
25.493658,85.111253,built_up,0.025,synthetic_demo
25.781771,85.15204,built_up,0.1,synthetic_demo
25.768727,84.897497,forest,0.566,synthetic_demo
25.543056,84.820463,agriculture,0.461,synthetic_demo
25.662308,85.235428,built_up,0.104,synthetic_demo
25.692406,84.891871,mining,0.027,synthetic_demo
25.797096,84.850143,agriculture,0.603,synthetic_demo
25.691243,85.315659,agriculture,0.567,synthetic_demo
25.615029,85.329937,built_up,0.121,synthetic_demo
25.599674,85.138942,agriculture,0.667,synthetic_demo
25.620353,85.00825,agriculture,0.379,synthetic_demo
25.710772,85.258282,industrial,0.052,synthetic_demo
25.796996,84.912596,industrial,0.037,synthetic_demo
25.631559,85.036166,built_up,0.118,synthetic_demo
25.549136,84.99636,industrial,0.041,synthetic_demo
25.544665,85.301985,industrial,0.174,synthetic_demo
25.748406,85.305878,mining,0.046,synthetic_demo
25.776628,85.157987,built_up,0.108,synthetic_demo
25.492111,84.860907,industrial,0.106,synthetic_demo
25.476624,85.065206,forest,0.658,synthetic_demo
25.687773,84.934931,built_up,0.153,synthetic_demo
25.508469,85.286704,agriculture,0.561,synthetic_demo
25.779866,84.876122,agriculture,0.592,synthetic_demo
25.574134,84.829871,agriculture,0.523,synthetic_demo
25.507549,85.187436,forest,0.711,synthetic_demo
25.818388,85.049307,built_up,0.101,synthetic_demo
25.516213,85.261101,industrial,0.143,synthetic_demo
25.563888,84.841046,agriculture,0.42,synthetic_demo
25.511445,85.240592,industrial,0.087,synthetic_demo
25.496196,84.820534,industrial,0.033,synthetic_demo
25.458459,84.815439,industrial,0.136,synthetic_demo
25.472158,85.053724,mining,0.012,synthetic_demo
25.519857,84.92171,industrial,0.198,synthetic_demo
25.471353,85.126545,forest,0.6,synthetic_demo
25.686458,84.814199,industrial,0.077,synthetic_demo
25.722286,84.819464,built_up,0.063,synthetic_demo
25.607452,85.199932,agriculture,0.381,synthetic_demo
25.577196,84.915591,mining,0.048,synthetic_demo
25.65181,85.161029,built_up,0.149,synthetic_demo
25.800002,85.212457,agriculture,0.33,synthetic_demo
25.790453,84.832632,built_up,0.067,synthetic_demo
25.46739,85.223365,industrial,0.02,synthetic_demo
25.522599,84.947632,water,-0.117,synthetic_demo
25.544698,85.01425,water,0.035,synthetic_demo
25.549755,84.847652,forest,0.683,synthetic_demo
25.678493,85.261246,agriculture,0.6,synthetic_demo
25.616505,85.108401,forest,0.712,synthetic_demo
25.469702,85.077566,agriculture,0.452,synthetic_demo
25.599446,85.332705,built_up,0.168,synthetic_demo
25.659501,84.983978,mining,0.004,synthetic_demo
25.490669,85.289929,forest,0.853,synthetic_demo
25.783383,85.195828,built_up,0.107,synthetic_demo
25.470785,85.31069,built_up,0.083,synthetic_demo
25.819937,85.299291,forest,0.867,synthetic_demo
25.489645,85.345066,agriculture,0.403,synthetic_demo
25.78743,84.872422,built_up,0.196,synthetic_demo
25.811061,85.237809,built_up,0.189,synthetic_demo
25.841828,85.242472,water,-0.133,synthetic_demo
25.77081,85.154405,industrial,0.068,synthetic_demo
25.761791,84.953374,forest,0.834,synthetic_demo
25.706993,85.330832,industrial,0.039,synthetic_demo
25.761599,84.912432,industrial,0.146,synthetic_demo
25.503821,85.074766,agriculture,0.308,synthetic_demo
25.664427,85.086818,mining,0.031,synthetic_demo
25.655689,84.889006,agriculture,0.475,synthetic_demo
25.793029,85.197391,built_up,0.154,synthetic_demo
25.63512,84.848877,forest,0.809,synthetic_demo
25.604036,85.181204,forest,0.763,synthetic_demo
25.705825,85.266739,built_up,0.069,synthetic_demo
25.556585,84.992168,built_up,0.095,synthetic_demo
25.505907,85.190181,forest,0.636,synthetic_demo
25.641151,84.886226,mining,0.042,synthetic_demo
25.616756,85.265272,agriculture,0.395,synthetic_demo
25.543028,85.323617,industrial,0.12,synthetic_demo
25.597005,84.883982,agriculture,0.343,synthetic_demo
25.596557,85.180523,built_up,0.028,synthetic_demo
25.580998,85.078207,forest,0.792,synthetic_demo
25.601786,85.092325,built_up,0.024,synthetic_demo
25.724297,85.188569,agriculture,0.687,synthetic_demo
25.568751,85.068807,agriculture,0.408,synthetic_demo
25.829543,85.13018,mining,0.001,synthetic_demo
25.816539,84.926996,agriculture,0.648,synthetic_demo
25.642364,85.008179,agriculture,0.52,synthetic_demo
25.581344,85.275882,industrial,0.163,synthetic_demo
25.664174,84.860446,forest,0.702,synthetic_demo
25.789424,85.128666,forest,0.674,synthetic_demo
25.711035,84.901358,industrial,0.131,synthetic_demo
25.771757,85.265597,agriculture,0.433,synthetic_demo
25.663089,85.118474,industrial,0.111,synthetic_demo
25.703167,85.021677,forest,0.647,synthetic_demo
25.565262,84.937404,agriculture,0.4,synthetic_demo
25.743957,85.040265,forest,0.579,synthetic_demo
25.530962,85.326687,agriculture,0.602,synthetic_demo
25.727919,85.080065,built_up,0.083,synthetic_demo
25.794288,85.058219,forest,0.891,synthetic_demo
25.502841,85.210451,industrial,0.052,synthetic_demo
25.695752,85.008476,agriculture,0.464,synthetic_demo
25.488038,85.035083,industrial,0.061,synthetic_demo
25.740286,84.985321,agriculture,0.562,synthetic_demo
25.483797,84.883006,built_up,0.166,synthetic_demo
25.824376,85.192595,agriculture,0.469,synthetic_demo
25.504963,85.280167,agriculture,0.415,synthetic_demo
25.833552,85.298076,mining,0.112,synthetic_demo
25.770354,85.284442,industrial,0.038,synthetic_demo
25.687473,85.048481,mining,0.09,synthetic_demo
25.76305,84.956236,built_up,0.152,synthetic_demo
25.768046,85.150858,agriculture,0.371,synthetic_demo
25.828411,85.325088,industrial,0.131,synthetic_demo
25.551353,85.199878,industrial,0.147,synthetic_demo
25.68603,85.072167,mining,0.018,synthetic_demo
25.48802,85.178845,forest,0.663,synthetic_demo
25.696466,85.224896,mining,0.061,synthetic_demo
25.518517,85.305598,agriculture,0.599,synthetic_demo
25.67598,85.219769,agriculture,0.505,synthetic_demo
25.678972,85.038255,agriculture,0.452,synthetic_demo
25.636394,84.950484,forest,0.662,synthetic_demo
25.659053,85.074935,agriculture,0.252,synthetic_demo
25.755569,84.980498,mining,0.003,synthetic_demo
25.769698,85.318521,forest,0.634,synthetic_demo
25.646861,85.079381,mining,0.018,synthetic_demo
25.689837,85.059631,water,-0.17,synthetic_demo
25.822494,84.991508,industrial,0.121,synthetic_demo
25.497893,85.151674,agriculture,0.522,synthetic_demo
25.496841,85.086028,industrial,0.009,synthetic_demo
25.485084,84.870977,agriculture,0.517,synthetic_demo
25.713145,85.278064,water,-0.164,synthetic_demo
25.617443,84.997457,mining,0.057,synthetic_demo
25.759729,85.037918,mining,0.148,synthetic_demo
25.718493,84.913117,forest,0.733,synthetic_demo
25.583455,85.104369,agriculture,0.265,synthetic_demo
25.809347,85.18613,forest,0.672,synthetic_demo
25.755013,85.284641,mining,0.101,synthetic_demo
25.558214,84.828384,industrial,0.045,synthetic_demo
25.595677,85.335333,industrial,0.193,synthetic_demo
25.575776,85.1871,industrial,0.085,synthetic_demo
25.513045,84.956364,industrial,0.004,synthetic_demo
25.509113,84.912461,industrial,0.108,synthetic_demo
25.824451,84.962848,industrial,0.135,synthetic_demo
25.625162,85.281649,mining,0.068,synthetic_demo
25.603328,84.960265,built_up,0.187,synthetic_demo
25.741874,85.054552,forest,0.866,synthetic_demo
25.671197,85.188156,built_up,0.045,synthetic_demo
25.824456,85.279594,agriculture,0.286,synthetic_demo
25.762121,85.162214,built_up,0.076,synthetic_demo
25.641748,85.21421,forest,0.763,synthetic_demo
25.600544,84.89533,agriculture,0.521,synthetic_demo
25.844653,85.282574,forest,0.645,synthetic_demo
25.737104,84.951646,industrial,0.19,synthetic_demo
25.830478,84.870608,agriculture,0.388,synthetic_demo
25.497391,85.336934,built_up,0.165,synthetic_demo
25.790213,84.910902,built_up,0.17,synthetic_demo
25.70483,84.875159,forest,0.584,synthetic_demo
25.498769,85.144311,agriculture,0.355,synthetic_demo
25.685303,84.975375,built_up,0.059,synthetic_demo
25.724439,84.873342,industrial,0.184,synthetic_demo
25.454921,85.130617,industrial,0.07,synthetic_demo
25.631727,85.217442,forest,0.843,synthetic_demo
25.78016,85.236259,forest,0.717,synthetic_demo
25.568144,84.885532,forest,0.71,synthetic_demo
25.633419,85.106277,industrial,0.181,synthetic_demo
25.626926,85.247523,agriculture,0.448,synthetic_demo
25.570771,84.888598,built_up,0.154,synthetic_demo
25.817377,84.914225,built_up,0.096,synthetic_demo
25.762518,84.801326,built_up,0.038,synthetic_demo
25.494235,85.088549,forest,0.569,synthetic_demo
25.848814,84.907075,mining,0.031,synthetic_demo
25.80168,85.198333,built_up,0.15,synthetic_demo
25.563563,85.329218,agriculture,0.418,synthetic_demo
25.784759,84.914816,forest,0.709,synthetic_demo
25.492568,85.157003,agriculture,0.296,synthetic_demo
25.849642,84.916509,agriculture,0.53,synthetic_demo
25.716274,84.809904,built_up,0.165,synthetic_demo
25.71005,85.217205,built_up,0.132,synthetic_demo
25.486176,85.038703,mining,0.148,synthetic_demo
25.808813,85.320733,mining,0.002,synthetic_demo
25.4616,85.093857,agriculture,0.257,synthetic_demo
25.546331,84.886616,water,-0.075,synthetic_demo
25.507209,85.047376,mining,0.04,synthetic_demo
25.760707,84.91159,industrial,0.137,synthetic_demo
25.529282,85.282916,agriculture,0.607,synthetic_demo
25.814255,85.179997,industrial,0.02,synthetic_demo
25.712508,84.987681,forest,0.871,synthetic_demo
25.464465,85.090301,forest,0.56,synthetic_demo
25.452172,85.168214,agriculture,0.56,synthetic_demo
25.470663,85.230572,industrial,0.077,synthetic_demo
25.69237,84.844081,forest,0.784,synthetic_demo
25.770593,84.812385,industrial,0.02,synthetic_demo
25.545421,84.862949,built_up,0.189,synthetic_demo
25.789764,85.017248,mining,0.141,synthetic_demo
25.472893,85.056689,water,-0.07,synthetic_demo
25.770386,84.875054,agriculture,0.479,synthetic_demo
25.821118,85.026134,forest,0.772,synthetic_demo
25.758843,85.042893,mining,0.087,synthetic_demo
25.729248,84.859999,industrial,0.109,synthetic_demo
25.785192,85.304163,water,-0.053,synthetic_demo
25.466061,85.12953,built_up,0.175,synthetic_demo
25.530713,85.013695,agriculture,0.525,synthetic_demo
25.499969,85.078799,industrial,0.039,synthetic_demo
25.651812,84.972809,industrial,0.183,synthetic_demo
25.748075,85.269882,agriculture,0.347,synthetic_demo
25.702005,85.116258,agriculture,0.324,synthetic_demo
25.790452,85.072193,built_up,0.199,synthetic_demo
25.512085,85.300987,agriculture,0.346,synthetic_demo
25.743848,85.260889,agriculture,0.295,synthetic_demo
25.527217,85.247041,forest,0.747,synthetic_demo
25.558304,84.924085,agriculture,0.622,synthetic_demo
25.733962,84.884218,industrial,0.012,synthetic_demo
25.842082,85.179553,built_up,0.108,synthetic_demo
25.694617,85.057753,agriculture,0.281,synthetic_demo
25.4718,85.176042,built_up,0.097,synthetic_demo
25.696524,85.218345,agriculture,0.405,synthetic_demo
25.46694,84.962422,forest,0.598,synthetic_demo
25.803658,84.956558,built_up,0.188,synthetic_demo
25.733831,85.069957,built_up,0.134,synthetic_demo
25.519251,84.950452,built_up,0.172,synthetic_demo
25.486688,85.167012,agriculture,0.658,synthetic_demo
25.523413,85.210702,mining,0.14,synthetic_demo
25.842011,85.059621,forest,0.812,synthetic_demo
25.633424,85.19809,agriculture,0.388,synthetic_demo
25.763632,85.080741,built_up,0.169,synthetic_demo
25.704563,85.192079,industrial,0.104,synthetic_demo
25.678965,84.923733,built_up,0.069,synthetic_demo
25.508052,85.206364,forest,0.685,synthetic_demo
25.82841,85.193318,industrial,0.06,synthetic_demo
25.570537,84.946633,industrial,0.093,synthetic_demo
25.681207,85.105784,built_up,0.161,synthetic_demo
25.72991,85.270421,built_up,0.107,synthetic_demo
25.709693,84.937237,forest,0.644,synthetic_demo
25.826238,85.204789,industrial,0.017,synthetic_demo
25.509376,85.324682,forest,0.85,synthetic_demo
25.653341,85.276433,forest,0.696,synthetic_demo
25.611614,85.020836,built_up,0.1,synthetic_demo
25.639667,85.133964,forest,0.817,synthetic_demo
25.497687,85.345474,forest,0.847,synthetic_demo
25.503638,85.112641,industrial,0.102,synthetic_demo
25.56123,84.863265,agriculture,0.535,synthetic_demo
25.571882,84.824987,built_up,0.063,synthetic_demo
25.621161,85.234673,built_up,0.188,synthetic_demo
25.694395,85.032996,agriculture,0.506,synthetic_demo
25.703852,84.935747,water,-0.02,synthetic_demo
25.614724,84.99122,agriculture,0.301,synthetic_demo
25.613513,85.216555,mining,0.096,synthetic_demo
25.537051,85.055886,agriculture,0.416,synthetic_demo
25.685322,85.277675,industrial,0.09,synthetic_demo
25.576816,85.204209,built_up,0.143,synthetic_demo
25.464424,85.335708,agriculture,0.608,synthetic_demo
25.61736,85.288677,built_up,0.083,synthetic_demo
25.639653,84.940001,industrial,0.175,synthetic_demo
25.540237,85.162483,agriculture,0.349,synthetic_demo
25.678983,84.811299,mining,0.084,synthetic_demo
25.676309,85.345109,forest,0.603,synthetic_demo
25.730801,84.943553,industrial,0.058,synthetic_demo
25.709179,85.165637,forest,0.863,synthetic_demo
25.710973,85.267034,agriculture,0.255,synthetic_demo
25.576486,84.888256,built_up,0.185,synthetic_demo
25.764973,85.266334,agriculture,0.398,synthetic_demo
25.669658,84.806735,mining,0.104,synthetic_demo
25.622567,85.043087,agriculture,0.291,synthetic_demo
25.700405,85.059621,forest,0.774,synthetic_demo
25.594263,85.00575,forest,0.868,synthetic_demo
25.655096,85.122512,forest,0.744,synthetic_demo
25.744682,85.303163,built_up,0.085,synthetic_demo
25.804561,84.979844,industrial,0.159,synthetic_demo
25.818423,85.118593,forest,0.799,synthetic_demo
25.651453,85.282604,mining,0.018,synthetic_demo
25.65811,85.225147,agriculture,0.55,synthetic_demo
25.769948,84.822403,industrial,0.133,synthetic_demo
25.57578,85.318535,built_up,0.155,synthetic_demo
25.784953,84.825656,agriculture,0.392,synthetic_demo
25.647657,85.123817,mining,0.06,synthetic_demo
25.496343,85.116444,built_up,0.193,synthetic_demo
25.478824,85.232515,industrial,0.115,synthetic_demo
25.786797,84.881644,forest,0.728,synthetic_demo
25.472227,84.898654,forest,0.895,synthetic_demo
25.562245,85.213659,built_up,0.061,synthetic_demo
25.583652,84.882228,agriculture,0.429,synthetic_demo
25.519198,85.058195,built_up,0.157,synthetic_demo
25.575557,85.202406,agriculture,0.571,synthetic_demo
25.747077,85.158183,forest,0.888,synthetic_demo
25.455873,84.915832,industrial,0.131,synthetic_demo
25.780869,84.967178,forest,0.66,synthetic_demo
25.792619,85.332936,agriculture,0.429,synthetic_demo
25.598905,85.046769,agriculture,0.29,synthetic_demo
25.511445,84.824452,mining,0.139,synthetic_demo
25.690336,84.920772,forest,0.595,synthetic_demo
25.497869,84.988339,built_up,0.118,synthetic_demo
25.595968,85.349719,industrial,0.08,synthetic_demo
25.833372,84.96648,built_up,0.044,synthetic_demo
25.848186,84.814518,industrial,0.059,synthetic_demo
25.758842,85.082107,built_up,0.134,synthetic_demo
25.574385,84.845983,industrial,0.006,synthetic_demo
25.725066,84.950737,industrial,0.193,synthetic_demo
25.732163,85.345811,agriculture,0.659,synthetic_demo
25.605137,85.187551,forest,0.58,synthetic_demo
25.706355,84.827867,agriculture,0.641,synthetic_demo
25.454291,85.046778,forest,0.665,synthetic_demo
25.533623,84.894401,water,-0.183,synthetic_demo
25.660035,84.86762,forest,0.657,synthetic_demo
25.515501,85.122886,agriculture,0.614,synthetic_demo
